video_number,vimeo_link,nº do projecto,nome,tema,sample_1,sample_2,sample_3,sample_4,sample_5,remarks,consistency,performer_category,upload_date,location,keywords,voice
81,https://vimeo.com/102650088,31,Olive Tree Dance,Propósito,"4 performers (Small Group, conf: 0.56)","3 performers (Small Group, conf: 0.68)","6 performers (Large Group, conf: 0.49)","6 performers (Large Group, conf: 0.54)","5 performers (Small Group, conf: 0.57)",Inconsistent - Manual review required (40%),40,small group (3-5),2014-08-05,,,"Didgeridoo, balafon e bateria"
82,https://vimeo.com/23915600,31,Olive Tree Dance,Olive Tree,"2 performers (Duo, conf: 0.80)","3 performers (Small Group, conf: 0.65)","2 performers (Duo, conf: 0.78)","2 performers (Duo, conf: 0.77)","2 performers (Duo, conf: 0.77)",Mostly consistent (80%),80,duo (2),2011-05-18,,,Didgeridoo e balafon
83,https://vimeo.com/23915938,32,Manuel Meirinhos,,"2 performers (Duo, conf: 0.58)","1 performers (Solo, conf: 0.90)","1 performers (Solo, conf: 0.92)","1 performers (Solo, conf: 0.85)","1 performers (Solo, conf: 0.88)",Mostly consistent (80%),80,solo (1),2011-05-18,,,"flauta de tamborileiro, psalterium e tamboril"
84,https://vimeo.com/23916664,33,O doido e a morte,O doido e a morte,"4 performers (Small Group, conf: 0.55)","4 performers (Small Group, conf: 0.57)","3 performers (Small Group, conf: 0.64)","3 performers (Small Group, conf: 0.66)","3 performers (Small Group, conf: 0.64)",Mostly consistent (60%),60,small group (3-5),2011-05-18,,,"Voz, Guitarra, Pandeireta, gaita de beiços"
85,https://vimeo.com/23916865,34,Sabão Macaco,Diz o galo quando canta,"4 performers (Small Group, conf: 0.75)","3 performers (Small Group, conf: 0.82)","4 performers (Small Group, conf: 0.73)","3 performers (Small Group, conf: 0.85)","3 performers (Small Group, conf: 0.87)",Mostly consistent (60%),60,small group (3-5),2011-05-18,,,"Voz, rabel, bateria tradicional, guitarra electrica, pandeireta"
86,https://vimeo.com/23916545,34,Sabão Macaco,Romance da Maria Rita,"3 performers (Small Group, conf: 0.84)","3 performers (Small Group, conf: 0.85)","4 performers (Small Group, conf: 0.74)","3 performers (Small Group, conf: 0.84)","4 performers (Small Group, conf: 0.70)",Mostly consistent (60%),60,small group (3-5),2011-05-18,,,"voz, bateria, melódica, viola elétrica"
87,https://vimeo.com/37203187,35,TV Rural,Pista Auto-estrada Rampa,"1 performers (Solo, conf: 0.40)","4 performers (Small Group, conf: 0.83)","5 performers (Small Group, conf: 0.71)","4 performers (Small Group, conf: 0.73)","5 performers (Small Group, conf: 0.65)",Inconsistent - Manual review required (40%),40,small group (3-5),2012-02-21,,,"Voz, Guitarra, Contrabaixo, Bateria tradicional"
88,https://vimeo.com/35216385,35,TV Rural,A Mulher da Minha Vida,"4 performers (Small Group, conf: 0.65)","6 performers (Large Group, conf: 0.71)","5 performers (Small Group, conf: 0.79)","5 performers (Small Group, conf: 0.75)","6 performers (Large Group, conf: 0.69)",Inconsistent - Manual review required (40%),40,small group (3-5),2012-01-17,,,"Voz, Guitarra, Contrabaixo, tradicional"
89,https://vimeo.com/23916729,35,TV Rural,Correr de olhos fechados,No frame found,"9 performers (Large Group, conf: 0.58)","7 performers (Large Group, conf: 0.64)","7 performers (Large Group, conf: 0.69)","5 performers (Small Group, conf: 0.70)",Inconsistent - Manual review required (50%),50,large group (5+),2011-05-18,,,"Voz, Guitarra, Contrabaixo, tradicional"
90,https://vimeo.com/23952169,35,TV Rural,Eu no Muro,"8 performers (Large Group, conf: 0.67)","8 performers (Large Group, conf: 0.64)","7 performers (Large Group, conf: 0.69)","9 performers (Large Group, conf: 0.61)","10 performers (Large Group, conf: 0.56)",Inconsistent - Manual review required (40%),40,large group (5+),2011-05-19,,,"Voz, Guitarra, Contrabaixo, tradicional"
91,https://vimeo.com/23916971,35,TV Rural,Faz-te um homem rapaz,"10 performers (Large Group, conf: 0.56)","8 performers (Large Group, conf: 0.63)","6 performers (Large Group, conf: 0.74)","6 performers (Large Group, conf: 0.74)","6 performers (Large Group, conf: 0.73)",Mostly consistent (60%),60,large group (5+),2011-05-18,,,"Voz, Guitarra, Contrabaixo, tradicional"
92,https://vimeo.com/35983757,35,TV Rural,Quando Troveja,"6 performers (Large Group, conf: 0.68)","7 performers (Large Group, conf: 0.67)","7 performers (Large Group, conf: 0.74)","6 performers (Large Group, conf: 0.72)","8 performers (Large Group, conf: 0.58)",Inconsistent - Manual review required (40%),40,large group (5+),2012-01-31,,,"Voz, Guitarra, Contrabaixo, tradicional"
93,https://vimeo.com/23917195,36,Miguel Samarão,composição em Viola Braguesa,"1 performers (Solo, conf: 0.80)","1 performers (Solo, conf: 0.76)","1 performers (Solo, conf: 0.71)","1 performers (Solo, conf: 0.77)","1 performers (Solo, conf: 0.75)",Consistent (100%),100,solo (1),2011-05-18,,,Viola viola braguesa
94,https://vimeo.com/23917337,37,Pedro Esteves,Vista curta vista estreita,"1 performers (Solo, conf: 0.35)","1 performers (Solo, conf: 0.76)","1 performers (Solo, conf: 0.75)","1 performers (Solo, conf: 0.77)","1 performers (Solo, conf: 0.75)",Consistent (100%),100,solo (1),2011-05-18,,,"Voz, Guitarra Acústica"
95,https://vimeo.com/23917042,37,Pedro Esteves,"Canta, canta",No frame found,"1 performers (Solo, conf: 0.83)","1 performers (Solo, conf: 0.83)","1 performers (Solo, conf: 0.83)","1 performers (Solo, conf: 0.82)",Consistent (100%),100,solo (1),2011-05-18,,,"Voz, Guitarra Acústica"
96,https://vimeo.com/23917244,38,Gobi Bear,Animal de O Doido e a Morte,"1 performers (Solo, conf: 0.88)","1 performers (Solo, conf: 0.89)","1 performers (Solo, conf: 0.89)","1 performers (Solo, conf: 0.88)","1 performers (Solo, conf: 0.89)",Consistent (100%),100,solo (1),2011-05-18,,cantautor,"Voz, Guitarra Acústica"
97,https://vimeo.com/379470430,39,Celina Piedade,Caramelo Frio,"1 performers (Solo, conf: 0.72)","1 performers (Solo, conf: 0.73)","1 performers (Solo, conf: 0.56)","1 performers (Solo, conf: 0.73)","2 performers (Duo, conf: 0.38)",Mostly consistent (80%),80,solo (1),2019-12-14,,,"voz, acordeão"
98,https://vimeo.com/102471266,39,Celina Piedade,Macela,"5 performers (Small Group, conf: 0.59)","4 performers (Small Group, conf: 0.57)","4 performers (Small Group, conf: 0.63)","4 performers (Small Group, conf: 0.70)","4 performers (Small Group, conf: 0.57)",Mostly consistent (80%),80,small group (3-5),2014-08-03,,Folk,"Voz, adufe, timbalão e acordeão cromático"
99,https://vimeo.com/31137056,39,Celina da Piedade e Alex Gas,Lira,"2 performers (Duo, conf: 0.73)","2 performers (Duo, conf: 0.85)","3 performers (Small Group, conf: 0.64)","2 performers (Duo, conf: 0.84)","2 performers (Duo, conf: 0.83)",Mostly consistent (80%),80,duo (2),2011-10-26,,Folk,"acordeão cromatico, voz, serrote"
100,https://vimeo.com/23917548,39,Celina Piedade,Calimero e a pêra verde,"1 performers (Solo, conf: 0.86)","1 performers (Solo, conf: 0.85)","1 performers (Solo, conf: 0.93)","1 performers (Solo, conf: 0.85)","1 performers (Solo, conf: 0.87)",Consistent (100%),100,solo (1),2011-05-18,,Folk,"acordeão cromático, voz"
101,https://vimeo.com/23917671,39,Celina Piedade,Janeiro lento em Lisboa,"2 performers (Duo, conf: 0.53)","3 performers (Small Group, conf: 0.49)","1 performers (Solo, conf: 0.85)","1 performers (Solo, conf: 0.65)","1 performers (Solo, conf: 0.77)",Mostly consistent (60%),60,solo (1),2011-05-18,,Folk,"acordeão, voz"
102,https://vimeo.com/23917613,39,Celina Piedade,Valsa dos Bandolim - Laranja da China,"1 performers (Solo, conf: 0.72)","1 performers (Solo, conf: 0.81)","1 performers (Solo, conf: 0.91)","1 performers (Solo, conf: 0.82)","1 performers (Solo, conf: 0.82)",Consistent (100%),100,solo (1),2011-05-18,,Folk,"acordeão, voz"
103,https://vimeo.com/23917373,39,Celina Piedade,Pombinha Branca,"1 performers (Solo, conf: 0.76)","1 performers (Solo, conf: 0.74)","1 performers (Solo, conf: 0.78)","1 performers (Solo, conf: 0.81)","1 performers (Solo, conf: 0.91)",Consistent (100%),100,solo (1),2011-05-18,,Folk,"acordeão, voz"
104,https://vimeo.com/31087357,39,Especial MPAGDP - Celina acompanhada por Alex Gas,Vários Temas,No frame found,"1 performers (Solo, conf: 0.62)","1 performers (Solo, conf: 0.88)","1 performers (Solo, conf: 0.60)","2 performers (Duo, conf: 0.50)",Mostly consistent (75%),75,solo (1),2011-10-25,,Folk,"acordeão cromatico, voz, serrote"
105,https://vimeo.com/399843952,39,Celina Piedade,"""Andorinha no ar andou""","1 performers (Solo, conf: 0.77)","1 performers (Solo, conf: 0.68)","1 performers (Solo, conf: 0.73)","1 performers (Solo, conf: 0.71)","1 performers (Solo, conf: 0.78)",Consistent (100%),100,solo (1),2020-03-23,,,"voz, acordeão"
106,https://vimeo.com/23917813,40,Lousy Guru,Sopro de Agosto e Coração de Frango Tango,"8 performers (Large Group, conf: 0.56)","9 performers (Large Group, conf: 0.55)","8 performers (Large Group, conf: 0.56)","8 performers (Large Group, conf: 0.54)","9 performers (Large Group, conf: 0.54)",Mostly consistent (60%),60,large group (5+),2011-05-18,,Folk,"Voz, viola acústica, ukelele, contrabaixo, baquetas"
107,https://vimeo.com/23918116,41,António Zambujo,A tua frieza gela,"5 performers (Small Group, conf: 0.66)","4 performers (Small Group, conf: 0.70)","4 performers (Small Group, conf: 0.69)","6 performers (Large Group, conf: 0.50)","4 performers (Small Group, conf: 0.71)",Mostly consistent (60%),60,small group (3-5),2011-05-18,,,"Voz, viola acústica, cavaquinho, violão baixo"
108,https://vimeo.com/23918166,41,António Zambujo,Eu já não sei,"3 performers (Small Group, conf: 0.79)","4 performers (Small Group, conf: 0.71)","3 performers (Small Group, conf: 0.80)","4 performers (Small Group, conf: 0.61)","3 performers (Small Group, conf: 0.81)",Mostly consistent (60%),60,small group (3-5),2011-05-18,,,"Voz, viola acústica, guitarra portuguesa, violão baixo"
109,https://vimeo.com/23918000,41,António Zambujo,Fado da vida bela,"4 performers (Small Group, conf: 0.77)","4 performers (Small Group, conf: 0.78)","5 performers (Small Group, conf: 0.65)","4 performers (Small Group, conf: 0.78)","5 performers (Small Group, conf: 0.69)",Mostly consistent (60%),60,small group (3-5),2011-05-18,,,"Voz, viola acústica, guitarra portuguesa, cavaquinho e violão baixo"
110,https://vimeo.com/23917910,41,António Zambujo,Pelo toque da viola,"2 performers (Duo, conf: 0.75)","3 performers (Small Group, conf: 0.57)","3 performers (Small Group, conf: 0.56)","3 performers (Small Group, conf: 0.59)","4 performers (Small Group, conf: 0.47)",Mostly consistent (60%),60,small group (3-5),2011-05-18,,,"Voz, viola acústica"
111,https://vimeo.com/23918380,42,Pinto Ferreira,Violinos no telhado,"3 performers (Small Group, conf: 0.84)","3 performers (Small Group, conf: 0.74)","3 performers (Small Group, conf: 0.69)","4 performers (Small Group, conf: 0.77)","3 performers (Small Group, conf: 0.83)",Mostly consistent (80%),80,small group (3-5),2011-05-18,,,"Voz, viola acústica, melódica"
112,https://vimeo.com/23918253,42,Pinto Ferreira,Elogio da Estupidez,"2 performers (Duo, conf: 0.58)","4 performers (Small Group, conf: 0.68)","2 performers (Duo, conf: 0.83)","3 performers (Small Group, conf: 0.76)","3 performers (Small Group, conf: 0.63)",Inconsistent - Manual review required (40%),40,small group (3-5),2011-05-18,,,"Voz, viola acústica"
113,https://vimeo.com/23961242,43,São Goliardo,Cegueira,"1 performers (Solo, conf: 0.87)","1 performers (Solo, conf: 0.88)","1 performers (Solo, conf: 0.85)","1 performers (Solo, conf: 0.86)","1 performers (Solo, conf: 0.85)",Consistent (100%),100,solo (1),2011-05-19,,,"Voz, viola acústica"
114,https://vimeo.com/23918483,43,São Goliardo,A noite é uma vaca preta,No frame found,"1 performers (Solo, conf: 0.89)","1 performers (Solo, conf: 0.90)","1 performers (Solo, conf: 0.88)","1 performers (Solo, conf: 0.89)",Consistent (100%),100,solo (1),2011-05-18,,,"Voz, viola acústica"
115,https://vimeo.com/23918564,44,Gisela João,Bailarico saloio,"1 performers (Solo, conf: 0.86)","1 performers (Solo, conf: 0.88)","1 performers (Solo, conf: 0.93)","1 performers (Solo, conf: 0.92)","1 performers (Solo, conf: 0.83)",Consistent (100%),100,solo (1),2011-05-18,,fado,"Voz, viola acústica"
116,https://vimeo.com/23918829,44,Gisela João,Malhão de São Simão,"1 performers (Solo, conf: 0.85)","1 performers (Solo, conf: 0.87)","1 performers (Solo, conf: 0.83)","1 performers (Solo, conf: 0.75)","1 performers (Solo, conf: 0.77)",Consistent (100%),100,solo (1),2011-05-18,,fado,"Voz, viola acústica"
117,https://vimeo.com/23918863,44,Gisela João,Quando eu era pequenina,"2 performers (Duo, conf: 0.74)","2 performers (Duo, conf: 0.81)","2 performers (Duo, conf: 0.85)","2 performers (Duo, conf: 0.84)","3 performers (Small Group, conf: 0.61)",Mostly consistent (80%),80,duo (2),2011-05-18,,fado,"Voz, viola acústica"
118,https://vimeo.com/23918696,44,Gisela João,Não é desgraça ser pobre,"2 performers (Duo, conf: 0.79)","2 performers (Duo, conf: 0.72)","2 performers (Duo, conf: 0.76)","2 performers (Duo, conf: 0.82)","3 performers (Small Group, conf: 0.71)",Mostly consistent (80%),80,duo (2),2011-05-18,,fado,"Voz, viola acústica"
119,https://vimeo.com/23951688,44,Gisela João,Vira,"2 performers (Duo, conf: 0.86)","2 performers (Duo, conf: 0.85)","2 performers (Duo, conf: 0.88)","2 performers (Duo, conf: 0.86)","2 performers (Duo, conf: 0.84)",Consistent (100%),100,duo (2),2011-05-19,,fado,"Voz, viola acústica"
120,https://vimeo.com/23951878,45,Non Violent Pictures,Boatman,No frame found,"2 performers (Duo, conf: 0.77)","2 performers (Duo, conf: 0.74)","2 performers (Duo, conf: 0.75)","2 performers (Duo, conf: 0.60)",Consistent (100%),100,duo (2),2011-05-19,,,"Voz, Guitarra"
121,https://vimeo.com/23951974,46,Carlos Alberto Matias,Tocador de pífaro,"1 performers (Solo, conf: 0.87)","1 performers (Solo, conf: 0.88)","1 performers (Solo, conf: 0.86)","1 performers (Solo, conf: 0.85)","1 performers (Solo, conf: 0.88)",Consistent (100%),100,solo (1),2011-05-19,,,Pífaro
122,https://vimeo.com/289929527,46,"Carlos Alberto Matias, tocador de pifaro","""Malmequer""","1 performers (Solo, conf: 0.89)","1 performers (Solo, conf: 0.90)","1 performers (Solo, conf: 0.89)","1 performers (Solo, conf: 0.90)","1 performers (Solo, conf: 0.90)",Consistent (100%),100,solo (1),2018-09-14,,,Pífaro
123,https://vimeo.com/289927794,46,"Carlos Alberto Matias, tocador de pifaro",Olh'ó balão,"1 performers (Solo, conf: 0.78)","1 performers (Solo, conf: 0.76)","1 performers (Solo, conf: 0.79)","1 performers (Solo, conf: 0.79)","1 performers (Solo, conf: 0.81)",Consistent (100%),100,solo (1),2018-09-14,,,Pífaro
124,https://vimeo.com/289928889,46,"Carlos Alberto Matias, tocador de pifaro","""Resineiro engraçado""","1 performers (Solo, conf: 0.85)","1 performers (Solo, conf: 0.84)","1 performers (Solo, conf: 0.88)","1 performers (Solo, conf: 0.84)","1 performers (Solo, conf: 0.85)",Consistent (100%),100,solo (1),2018-09-14,,,Pífaro
125,https://vimeo.com/23951992,47,C de Croché,Papel Cavalinho,"1 performers (Solo, conf: 0.89)","1 performers (Solo, conf: 0.91)","1 performers (Solo, conf: 0.90)","1 performers (Solo, conf: 0.87)","1 performers (Solo, conf: 0.83)",Consistent (100%),100,solo (1),2011-05-19,,,"Voz, viola acústica"
126,https://vimeo.com/23952028,47,C de Croché,Conversas Vadias,"1 performers (Solo, conf: 0.86)","1 performers (Solo, conf: 0.87)","1 performers (Solo, conf: 0.86)","1 performers (Solo, conf: 0.89)","1 performers (Solo, conf: 0.90)",Consistent (100%),100,solo (1),2011-05-19,,,"Voz, viola acústica"
127,https://vimeo.com/240992489,48,Adufeiras de Monsanto,"""L'acima ó castelo""","4 performers (Small Group, conf: 0.80)","4 performers (Small Group, conf: 0.78)","4 performers (Small Group, conf: 0.76)","4 performers (Small Group, conf: 0.74)","5 performers (Small Group, conf: 0.79)",Mostly consistent (80%),80,small group (3-5),2017-11-02,,"tradicional, cantadeiras, cantares, percussão, membrafone","Adufe, voz"
128,https://vimeo.com/240995205,48,Adufeiras de Monsanto,"""Noite escura""","4 performers (Small Group, conf: 0.81)","5 performers (Small Group, conf: 0.69)","4 performers (Small Group, conf: 0.74)","7 performers (Large Group, conf: 0.59)","5 performers (Small Group, conf: 0.69)",Inconsistent - Manual review required (40%),40,small group (3-5),2017-11-02,,"tradicional, cantadeiras, cantares, percussão, membrafone","Adufe, voz"
129,https://vimeo.com/284959658,48,Adufeiras de Monsanto,"""Nossa Senhora da Azenha""","4 performers (Small Group, conf: 0.65)","5 performers (Small Group, conf: 0.69)","6 performers (Large Group, conf: 0.61)","7 performers (Large Group, conf: 0.56)","5 performers (Small Group, conf: 0.71)",Inconsistent - Manual review required (40%),40,small group (3-5),2018-08-14,,"tradicional, cantadeiras, cantares, percussão, membrafone","Adufe, voz"
130,https://vimeo.com/240997237,48,Adufeiras de Monsanto,"""O Arvoredo""","5 performers (Small Group, conf: 0.72)","5 performers (Small Group, conf: 0.76)","4 performers (Small Group, conf: 0.78)","6 performers (Large Group, conf: 0.63)","5 performers (Small Group, conf: 0.72)",Mostly consistent (60%),60,small group (3-5),2017-11-02,,"tradicional, cantadeiras, cantares, percussão, membrafone","Adufe, voz"
131,https://vimeo.com/240993714,48,Adufeiras de Monsanto,"""Oh, és tão linda""","5 performers (Small Group, conf: 0.69)","5 performers (Small Group, conf: 0.75)","5 performers (Small Group, conf: 0.77)","6 performers (Large Group, conf: 0.67)","8 performers (Large Group, conf: 0.58)",Mostly consistent (60%),60,small group (3-5),2017-11-02,,"tradicional, cantadeiras, cantares, percussão, membrafone","Adufe, voz"
132,https://vimeo.com/293159398,48,Adufeiras de Monsanto,Eras tão bonita,"6 performers (Large Group, conf: 0.71)","7 performers (Large Group, conf: 0.67)","6 performers (Large Group, conf: 0.69)","8 performers (Large Group, conf: 0.64)","6 performers (Large Group, conf: 0.72)",Mostly consistent (60%),60,large group (5+),2018-10-03,,"tradicional, cantadeiras, cantares, percussão, membrafone","Adufe, voz"
133,https://vimeo.com/23952075,48,Adufeiras de Monsanto,Macelada,"6 performers (Large Group, conf: 0.50)","5 performers (Small Group, conf: 0.51)","6 performers (Large Group, conf: 0.51)","5 performers (Small Group, conf: 0.63)","5 performers (Small Group, conf: 0.52)",Mostly consistent (60%),60,small group (3-5),2011-05-19,,"tradicional, cantadeiras, cantares, percussão, membrafone","Adufe, voz"
134,https://vimeo.com/62887865,48,Adufeiras de Monsanto,Senhora do Almurtão,"8 performers (Large Group, conf: 0.61)","7 performers (Large Group, conf: 0.65)","6 performers (Large Group, conf: 0.75)","8 performers (Large Group, conf: 0.68)","9 performers (Large Group, conf: 0.52)",Inconsistent - Manual review required (40%),40,large group (5+),2013-03-28,,"tradicional, cantadeiras, cantares, percussão, membrafone","Adufe, voz"
